text;Jenis
Panadol Biru Strip / Obat Sakit Kepala / Obat Nyeri / Obat Demam PANADOL BIRU - 10 KAPLET ED : 02/2025 Deskripsi : Panadol Kaplet diformulasikan khusus untuk meredakan demam sekaligus meredakan nyeri ringan di tubuh yang aman dikonsumsi anak hingga dewasa. Panadol Kaplet mengandung parasetamol yang bekerja efektif untuk meredakan sakit kepala, sakit gigi, nyeri sendi, dan nyeri otot. Tidak hanya itu saja, parasetamol dalam Panadol Kaplet memiliki takaran yang sesuai sehingga aman untuk mengatasi demam akibat flu dan demam yang terjadi setelah imunisasi. Walaupun tergolong pada golongan obat bebas, namun penggunaan obat ini tetap harus disesuaikan dengan anjuran yang tertulis pada kemasan. Manfaat : Meredakan demam pada anak dan dewasa. Meringankan nyeri sendi dan nyeri otot ringan pada tubuh. Meredakan sakit gigi dan sakit kepala. Mengobati nyeri dan demam pasca imunisasi. Komposisi : Paracetamol 500 mg. Dosis : Anak-anak 6 hingga 11 tahun: 1 2-1 kaplet sebanyak 3 kali/hari. Dewasa dan anak diatas 11 tahun: 1-2 kaplet sebanyak 3 kali/hari. Aturan pakai : Dapat dikonsumsi sebelum atau setelah makan. #panadol #panadolbiru #obatsakitkepala #obatdemam #obatnyeri;Analgesik, Antipiretik
Oskadon Tablet Obat Sakit Kepala [1 strip] Obat Sakit Kepala Obat untuk menyembuhkan sakit kepala, demam dan menghilangkan rasa nyeri seperti nyeri haid, nyeri otot, nyeri sendi, serta sakit gigi Komposisi : Parasetamol 500 mg, kafein 35 mg Kemasan strip isi 4 tablet. 10 strip Dosis : Dewasa : 1-2 tablet 3-4 kali sehari. Anak -anak : 1/2-1 tablet 3-4 kali sehari.;Analgesik, Antipiretik
"Med+ Sanmol Tablet 500mg - Obat Penurun Panas Demam dan Pereda Nyeri HARGA YANG TERTERA UNTUK PEMBELIAN 1 STRIP ISI 4 TABLE
SANMOL merupakan obat dengan kandungan Paracetamol 500 mg. Obat ini digunakan untuk meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam. Sanmol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik).
Indikasi Umum
Obat ini digunakan untuk meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.
Komposisi
Setiap tablet mengandung Paracetamol 500 mg
Dosis
Dewasa dan anak >12 tahun: 1 tablet, 3-4 kali per hari.
Anak: 1/2 - 1 tablet, 3-4 kali sehari. Atau sesuai petunjuk dokter.
Aturan Pakai
Obat dapat diminum sebelum atau sesudah makan.
Kontra Indikasi
Penderita gangguan fungsi hati yang berat. Hipersensitivitas terhadap Paracetamol.
Efek Samping
Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Hematologi, reaksi kulit, reaksi alergi lainnya, kerusakan hati (penggunaan jangka panjang dan overdosis).
(MEMBELI BERARTI SETUJU)
MOHON BACA DESKRIPSI BARANG TERLEBIH DAHULU:
UNTUK SEMUA BARANG YANG DITERIMA WAJIB DI VIDEOKAN UNBOXING-NYA DAN FOTO RESI DARI TOKPED.
BILA TIDAK ADA VIDEO UNBOXING DAN FOTO RESI, KAMI TIDAK MENERIMA KOMPLAINAN DALAM BENTUK APAPUN.
SEMUA ORDERAN YANG MASUK AKAN DIPROSES SESUAI ANTRIAN ORDERAN YANG MASUK KE KAMI.
SEBELUM MEMESAN PASTIKAN SEMUA ALAMAT DAN NAMA PENERIMA BENAR. SETIAP PESANAN YANG SUDAH MASUK DAN DI PROSES TIDAK BISA DIBATALKAN/CANCELLED LAGI.
(Admin Med+ Official Store)";Analgesik, Antipiretik
"Panadol Kunyah 1 Strip 10s Panadol Kunyah 1 Strip 10s
Panadol anak chew tab merupakan obat dalam bentuk tablet kunyah berfungsi dalam meredakan demam dan nyeri ada anak usia 2 hingga 12 tahun. Panadol mengandung zat aktif paracetamol yang memiliki aktivitas sebagai penurun demam/antipiretik dan pereda nyeri/analgesik yang bisa diperoleh tanpa resep dokter. Meredakan sakit kepala, sakit gigi, nyeri otot (mialgia), & demam yang menyertai flu & demam pasca vaksinasi.";Analgesik, Antipiretik
"Fu Fang E Jiao Jiang 20 ml 12 Botol Satuan Jual:
Per 12 Botol
Deskripsi
FU FANG E JIAO JIANG merupakan cairan herbal yang membantu memelihara stamina dan membantu meredakan sakit kepala
Indikasi Umum
Membantu meredakan sakit kepala dan membantu memelihara stamina
Komposisi
E-Jiao (Colla Corini Asini), Dangshen (Radix Codonopsis), Shu Di Huang (Rehmannia), Shan Zha (Fructus crataegi)
Efek Samping
Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu.
Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis.
Bentuk Sediaan
Cairan Obat Dalam
Produsen
Saras Subur Abadi
No BPOM
BPOM: TI164650681
Golongan Obat
Herbal Aturan Pakai
Baik diminum sebelum maupun setelah makan. Herbal";Herbal
"BIOGESIC STRIP 4 TABLET Indikasi Umum
Meredakan sakit kepala, sakit gigi, nyeri otot, menurunkan demam yang menyertai flu & paska vaksinasi
Deskripsi
BIOGESIC merupakan obat dengan kandungan Paracetamol 500 mg. Obat ini dapat digunakan untuk meredakan demam, dismenorea, gangguan muskuloskeletal, sakit kepala, sakit gigi, dan arthritis
Kategori
Demam
Komposisi
Paracetamol 500 mg
Dosis
Dewasa: 1 - 2 kaplet, 3 sampai 4 kali per hari. Penggunaan maximum 8 kaplet per hari.
Anak (7 - 12 tahun): 0.5 - 1 kaplet, 3 sampai 4 kali per hari.
Penggunaan maximum 4 kaplet per hari.
Aturan Pakai
Obat dapat diminum sebelum atau sesudah makan";Analgesik, Antipiretik
"BODREX PARACETAMOL 1 STRIP 10 TABLET / BODREK SAKIT KEPALA & DEMAM BODREX PARACETAMOL 1 STRIP 10 TABLET / BODREK SAKIT GIGI SAKIT KEPALA amp; DEMAM Indikasi Umum : Meringankan sakit kepala, sakit gigi dan menurunkan demam. . Deskripsi : BODREX merupakan obat dengan kandungan Paracetamol dan Caffeine. Obat ini digunakan untuk meringankan sakit kepala, sakit gigi, dan menurunkan demam. . Komposisi : Caffeine 50 mg dan Paracetamol 600 mg. . Dosis : Dewasa dan anak gt; 12 tahun : 1 tablet, 3-4 kali sehari. Anak 6-12 tahun : 0.5 - 1 tablet, 3-4 kali sehari. . Aturan Pakai : Dikonsumsi setelah makanan";Analgesik, Antipiretik
"PARACETAMOL BERNOFARM 500 MG STRIP 10 KAPLET Deskripsi:
Obat ini digunakan untuk meringankan rasa sakit seperti sakit gigi, sakit kepala, dan menurunkan demam
Komposisi:
Tiap kaplet mengandung paracetamol 500 mg
Dosis:
Dewasa: 0.5-1 gram, 3-4 kali sehari, maksimal 4 gram per hari.Anak < 1 tahun: 60 mg, 3-4 kali sehari.Anak 1-6 tahun: 125 mg, 3-4 kali sehari, maksimal 750 mg per hari. Anak 7-12 tahun: 250 mg, 3-4 kali sehari, maksimal 1 gram per hari.
Indikasi:
Digunakan untuk meringankan rasa sakit seperti sakit gigi, sakit kepala, dan menurunkan demam
Perhatian Khusus:
Hati-hati penggunaan pada pasien dengan defisiensi G6PD; alkoholisme kronis atau kekurangan gizi. Gangguan ginjal dan hati. Neonatus dan anak-anak. Kehamilan dan menyusui.
Kemasan:
BLISTER @ 10 KAPLET
NIE:
GBL7802318304A2
Golongan:
Obat Bebas";Analgesik, Antipiretik
"Paracetamol 500 mg 10 Kaplet PARACETAMOL TABLET merupakan obat yang dapat digunakan untuk meringankan rasa sakit pada sakit kepala, sakit gigi, dan menurunkan demam. Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik). Dosis
Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari.
Anak 7-12 tahun : 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.
Aturan Pakai
Dapat diminum sebelum atau sesudah makan.";Analgesik, Antipiretik
"Sanmol Tablet Deskripsi
Sanmol merupakan obat yang digunakan untuk meredakan demam dan rasa nyeri atau sakit kepala
Indikasi / Manfaat / Kegunaan :
penurun panas, pusing, nyeri, sakit kepala
Sub Kategori
Analgesik (Non Opiat) dan Antipiretik
Tag
antipiretik , analgesik , anti inflamasi non streoid , demam , panas , turun panas
Penyajian
sesudah makan
Pabrik
sanbe farma
Silakan tanyakan ketersediaan stok dan expire date produk melalui chat
pertanyaan akan dibalas pada jam kerja
Selamat berbelanja di toko kami";Analgesik, Antipiretik
"SUMAGESIC STRIP ISI 4 TABLET Deskripsi:
Sumagesic merupakan obat ayng digunakan untuk meringankan rasa sakit seperti sakit gigi, sakit kepala, dan menurunkan demam
Komposisi:
Tiap kaplet mengandung paracetamol 600 mg
Dosis:
Dewasa: 0.5-1 gram, 3-4 kali sehari, maksimal 4 gram per hari.Anak < 1 tahun: 60 mg, 3-4 kali sehari.Anak 1-6 tahun: 125 mg, 3-4 kali sehari, maksimal 750 mg per hari. Anak 7-12 tahun: 250 mg, 3-4 kali sehari, maksimal 1 gram per hari.
Indikasi:
Digunakan untuk meringankan rasa sakit seperti sakit gigi, sakit kepala, dan menurunkan demam
Perhatian Khusus:
Hati-hati penggunaan pada pasien dengan defisiensi G6PD; alkoholisme kronis atau kekurangan gizi. Gangguan ginjal dan hati. Neonatus dan anak-anak. Kehamilan dan menyusui.
Kemasan:
Strip 4 tablet
NIE:
DBL2235805810A1
Golongan:
Obat Bebas";Analgesik, Antipiretik
"SUMAGESIC 600MG 1 STRIP 4 TABLET PERLU RESEP DOKTER
Tidak
GOLONGAN OBAT
Obat Bebas
MANUFAKTUR
Darya Varia Laboratoria
CARA PEMAKAIAN
Obat diminum sebelum atau setelah makan.
DESKRIPSI
Digunakan untuk meringankan rasa sakit seperti sakit gigi, sakit kepala, dan menurunkan demam
KOMPOSISI
Tiap kaplet mengandung paracetamol 600 mg
DOSIS
Dewasa: 0.5-1 gram, 3-4 kali sehari, maksimal 4 gram per hari.Anak < 1 tahun: 60 mg, 3-4 kali sehari.Anak 1-6 tahun: 125 mg, 3-4 kali sehari, maksimal 750 mg per hari. Anak 7-12 tahun: 250 mg, 3-4 kali sehari, maksimal 1 gram per hari.
INDIKASI
Digunakan untuk meringankan rasa sakit seperti sakit gigi, sakit kepala, dan menurunkan demam
PERHATIAN KHUSUS
Pemberian tidak lebih dari 5 x sehari, Hati-hati menggunakan obat ini pada pasien dengan gangguan fungsi hati dan ginjal
KEMASAN
1 Strip : @4 tablet
NIE
DBL7814710810A1";Analgesik, Antipiretik
"Pyrexin tablet isi 200 paracetamol 500mg Pyrexin tablet isi 200 tablet
Paracetamol tablets 500mg";Analgesik, Antipiretik
"PARACETAMOL MERSI 120 MG/5 ML RASA STRAWBERRY SYRUP 60 ML Deskripsi:
Obat ini digunakan untuk meringankan rasa sakit seperti sakit gigi, sakit kepala, dan menurunkan demam
Komposisi:
Tiap 5 mL mengandung Paracetamol 120 mg
Dosis:
Anak 0-1 tahun: 1/2 sendok takar, 3-4 kali perhari. Anak 1-2 tahun: 1 sendok takar, 3-4 kali perhari. Anak 2-6 tahun: 1-2 sendok takar , 3-4 kali perhari. Anak 6-9 tahun: 2-3 sendok takar,3-4 kali perhari. Anak 9-12 tahun: 3-4 sendok takar, 3-4 kali perhari.
Indikasi:
Digunakan untuk meringankan rasa sakit seperti sakit gigi, sakit kepala, dan menurunkan demam
Perhatian Khusus:
Hati-hati penggunaan pada pasien dengan defisiensi G6PD; alkoholisme kronis atau kekurangan gizi. Gangguan ginjal dan hati. Neonatus dan anak-anak. Kehamilan dan menyusui.
Kemasan:
Botol @ 60 mL
NIE:
GBL1533312737A1
Golongan:
Obat Bebas";Analgesik, Antipiretik
"Sanmol Forte 4 Tablet SANMOL FORTE merupakan obat dengan kandungan Paracetamol 650 mg. Obat ini digunakan untuk meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam. Sanmol Forte bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgetik). Dosis
Dewasa dan anak usia lebih dari 12 tahun : 1 tablet, diberikan 3-4 kali sehari.
Aturan Pakai
Dikonsumsi sebelum atau sesudah makan.";Analgesik, Antipiretik
Dilong Cacing Kapsul isi 60 kapsul - Obat Tipes Produk Dijamin ASLI Pesanan CEPAT Diproses -Terbuat dari ekstrak Cacing Tanah yang sudah terkenal khasiatnya - Membantu menurunkan panas akibat demam tinggi - Membantu meningkatkan daya tahan tubuh - Membantu menghambat pertumbuhan bakteri penyebab demam Dilong merupakan obat yang terbuat dari bahan dasar cacing tanah Pheretima aspergillum. Cacing tanah sudah terkenal akan khasiatnya di negeri China, dan sudah banyak digunakan dalam praktek pengobatan China. Khasiat : Membantu menurunkan demam /panas. Cara Pakai : Di minum sehari 2 kali 2 kapsul Perhatian : Bila setelah 2 (dua) hari demam/panas tidak menurun segera hubungi dokter atau unit pelayanan kesehatan. Obat penurun demam/panas hanya mencegah /mengurangi gejala penyakit.;Herbal
"PARACETAMOL MERSIFARMA 500 MG BOX 100 TABLET Deskripsi:
Obat ini digunakan untuk meringankan rasa sakit seperti sakit gigi, sakit kepala, dan menurunkan demam
Komposisi:
Tiap tablet mengandung paracetamol 500 mg
Dosis:
Dewasa: 0.5-1 gram, 3-4 kali sehari, maksimal 4 gram per hari.Anak < 1 tahun: 60 mg, 3-4 kali sehari.Anak 1-6 tahun: 125 mg, 3-4 kali sehari, maksimal 750 mg per hari. Anak 7-12 tahun: 250 mg, 3-4 kali sehari, maksimal 1 gram per hari.
Indikasi:
Digunakan untuk meringankan rasa sakit seperti sakit gigi, sakit kepala, dan menurunkan demam
Perhatian Khusus:
Hati-hati penggunaan pada pasien dengan defisiensi G6PD; alkoholisme kronis atau kekurangan gizi. Gangguan ginjal dan hati. Neonatus dan anak-anak. Kehamilan dan menyusui.
Kemasan:
Dus, 10 strip @ 10 kaplet
NIE:
GBL1533312610A1
Golongan:
Obat Bebas";Analgesik, Antipiretik
Sanmol Sirup Paracetamol Penurun Panas Dan Pereda Nyeri Sanmol Sirup Paracetamol Penurun Panas Dan Pereda Nyeri;Analgesik, Antipiretik
"Paracetamol 500 mg Promed Strip isi 10 Tablet - Obat Penurun Panas Paracetamol 500 mg Promed Strip isi 10 Tablet - Obat Penurun Panas Indikasi / Kegunaan Digunakan untuk meringankan rasa sakit seperti sakit gigi, sakit kepala, dan menurunkan demam Kandungan / Komposisi Tiap tablet mengandung paracetamol 500 mg Dosis Dewasa: 0.5-1 gram, 3-4 kali sehari, maksimal 4 gram per hari.Anak lt; 1 tahun: 60 mg, 3-4 kali sehari.Anak 1-6 tahun: 125 mg, 3-4 kali sehari, maksimal 750 mg per hari. Anak 7-12 tahun: 250 mg, 3-4 kali sehari, maksimal 1 gram per hari. Cara Pemakaian Dapat diminum sebelum atau sesudah makan Kemasan Strip, 10 tablet Golongan Obat Bebas Perlu Resep Tidak Kontraindikasi / Jangan digunakan oleh - Efek Samping Demam, mual, nyeri lambung, kehilangan nafsu makan, urin berwarna gelap, tinja / kotoran berwarna coklat kemerahan, mata atau kulit berwarna kuning, tinja/kotoran berdarah atau berwarna hitam, urin berdarah atau keruh, demam dengan atau tanpa panas dingin, nyeri tajam pada pinggang dan/atau tubuh bagian samping, noda atau bercak merah pada kulit, ruam kulit, gatal-gatal, sakit tenggorokan, luka, bisul, atau bercak putih pada bibir atau mulut, jumlah urin berkurang tiba-tiba, rasa lelah atau lemas yang tak wajar, mata atau kulit berwarna kuning. Perhatian Khusus Pemberian tidak lebih dari 5 x sehari, Hati-hati menggunakan obat ini pada pasien dengan gangguan fungsi hati dan ginjal Cara Penyimpanan Simpan di tempat kering dan sejuk, serta terhindar dari panas sinar matahari langsung Principal PROMEDRAHARDJO FARMASI INDUSTRI Nomor Registrasi GBL0434004904A2";Analgesik, Antipiretik
STOP SINUSITIS (Atasi radang sinus, demam, anti-biotik) Herbal Stop Sinusitis ini berisi 99 kapsul per botol. Stok baru dan banyak. Warna kapsulnya transparan sehingga bisa terlihat jelas isi dan warna di dalamnya. Bila ingin perlu penjelasan lanjutan, silakan menghubungi kami melalui chat. Sinusitis adalah peradangan yang terjadi pada rongga sinus. Gejalanya adalah pilek yang menahun, sering bersin, hidung tersumbat disertai kepala terasa pening. Sinusitis juga bisa disebabkan oleh infeksi virus atau bakteri. Mengkonsumsi herbal ini tak menimbulkan efek samping. Tak ada campuran bahan kimia, 100% herbal. Apa mungkin sembuh total? Tentu butuh waktu, tak ada sesuatu yang instan. Ada aturan aman mengkonsumsinya sebagaimana tertulis. Minum 3 kapsul sekaligus pun masih tergolong aman, terutama pada malam hari Saat tubuh iStirahat Sehingga herbal bekerja lebih efektif. Herbal Stop Sinusitis mengandung South African Leaf, Selaginella Doderleini Hieron, Zingiber Officinale, Andrographis Paniculata, Centella Asiatica. Herbal ini untuk membantu mengatasi peradangan karena sinusitis terutama pada bagian hidung, juga sebagai antibiotik alami, menurunkan demam, mengatasi rasa sakit dan nyeri, meluruhkan dahak sehingga mudah dikeluarkan. Manfaat herbal ini akan lebih baik lagi bila diertai dengan minum Jahe Merah, dan/atau gamat. Selain itu, penting agar penderita SinuitiS mengurangi makan minum yang dapat menjadi pemicu SinuitiS makin parah. Pantang menyerah dan Semangat Sembuh. Dosis: 3 x sehari @ 1 atau 2 kapsul Isi botol: 99 kapsul;Herbal
"PANADOL ANAK CHEW CHERRY 10TAB Tablet kunyah Paracetamol Pertama di Indonesia yang mempunyai toleransi yang baik terhadap lambung. Hadir dengan rasa cherry yang disukai anak-anak. Bekerja cepat dan efektif jika diminum sesuai dosis yang dianjurkan untuk meredakan semua jenis demam. Fungsi amp; isi Untuk meringankan rasa sakit seperti sakit kepala, sakit gigi dan menurunkan demam yang menyertai flu dan demam sesudah vaksinasi. Mengandung Paracetamol 120 mg. Cara menggunakan Untuk anak usia 2 tahun ke atas. Perhatian Pasien dengan penyakit ginjal. Dapat meningkatkan resiko gangguan fungsi hati pada pasien yang mengonsumsi alkohol. Penggunaan bersama obat lain yang mengandung parasetamol.";Analgesik, Antipiretik
"LANAMOL 500MG @10TABLET - OBAT DEMAM DAN SAKIT KEPALA Indikasi Umum
Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.
Deskripsi
LANAMOL 500 MG KAPLET merupakan obat dengan kandungan Paracetamol 500 mg. Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa dan demam sesudah vaksinasi. Panadol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang.";Analgesik, Antipiretik
"PANADOL CAPLET BLISTER 10 TABLET PERHATIAN KHUSUS
penderita penyakit ginjal, penggunaan pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati.
EFEK SAMPING
reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit, kulit terkelupas, kadang-kadang gangguan pernafasan atau bengkak pada bibir, lidah, tenggorokan, sariawan, memar-memar, pendarahan.
DESKRIPSI
PANADOL merupakan obat dengan kandungan Paracetamol yang dapat digunakan untuk meringankan rasa sakit pada sakit kepala, sakit gigi, sakit pada otot dan menurunkan demam.
NIE
DBL9624502804A1
KANDUNGAN/KOMPOSISI
Paracetamol 500 mg
KONTRAINDIKASI // JANGAN DIGUNAKAN OLEH
hipersensitif terhadap paracetamol dan penderita gangguan fungsi hati.
DOSIS
Dewasa dan anak usia lebih dari 12 tahun : 1 - 2 kaplet, 3-4 kali sehari (Maksimum 8 kaplet dalam 24 jam). Anak-anak usia 6-11 tahun : 1/2 - 1 kaplet, 3-4 kali sehari (maksimum 4 kaplet dalam 24 jam). Tidak dianjurkan penggunaan pada anak kurang dari 6 tahun. Minimum interval penggunaan dosis adalah 4 jam. Jangan melebihi dosis yang dianjurkan, atau menurut aturan dokter.
CARA PEMAKAIAN
sebelum atau sesudah makan.
INDIKASI/ KEGUNAAN
meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.
MANUFAKTUR
STERLING PRODUCTS INDONESIA
KEMASAN
1 Blister @10 Kaplet
CARA PENYIMPANAN
Sejuk dan Kering
PERLU RESEP
Tidak
GOLONGAN
Obat Bebas";Analgesik, Antipiretik
Panadol extra / panadol merah Panadol extra;Analgesik, Antipiretik
PANADOL CAPLET BLISTER 10 TABLET PERHATIAN KHUSUS penderita penyakit ginjal, penggunaan pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati. EFEK SAMPING reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit, kulit terkelupas, kadang-kadang gangguan pernafasan atau bengkak pada bibir, lidah, tenggorokan, sariawan, memar-memar, pendarahan. DESKRIPSI PANADOL merupakan obat dengan kandungan Paracetamol yang dapat digunakan untuk meringankan rasa sakit pada sakit kepala, sakit gigi, sakit pada otot dan menurunkan demam. NIE DBL9624502804A1 KANDUNGAN/KOMPOSISI Paracetamol 500 mg KONTRAINDIKASI // JANGAN DIGUNAKAN OLEH hipersensitif terhadap paracetamol dan penderita gangguan fungsi hati. DOSIS Dewasa dan anak usia lebih dari 12 tahun : 1 - 2 kaplet, 3-4 kali sehari (Maksimum 8 kaplet dalam 24 jam). Anak-anak usia 6-11 tahun : 1/2 - 1 kaplet, 3-4 kali sehari (maksimum 4 kaplet dalam 24 jam). Tidak dianjurkan penggunaan pada anak kurang dari 6 tahun. Minimum interval penggunaan dosis adalah 4 jam. Jangan melebihi dosis yang dianjurkan, atau menurut aturan dokter. CARA PEMAKAIAN sebelum atau sesudah makan. INDIKASI/ KEGUNAAN meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi. MANUFAKTUR STERLING PRODUCTS INDONESIA KEMASAN 1 Blister @10 Kaplet CARA PENYIMPANAN Sejuk dan Kering PERLU RESEP Tidak GOLONGAN Obat Bebas;Analgesik, Antipiretik
